 ,molecule_chembl_id,IC50,units,smiles,pIC50
4661,CHEMBL334439,6900,nM,CCN(CC)CCn1c([Se][Se]c2c(C(=O)NC)c3ccccc3n2CCN(CC)CC)c(C(=O)NC)c2ccccc21,5.161150909
4662,CHEMBL4215703,6900,nM,Cc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1ccc(Oc2ncnc3ccsc23)c(F)c1,5.161150909
4663,CHEMBL1761929,6900,nM,COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1,5.161150909
4664,CHEMBL1641993,6900,nM,N#Cc1cnc(Nc2cccc(Br)c2)c2cc(NC(=O)CCN3CCOCC3)ccc12,5.161150909
4665,CHEMBL1821894,6920,nM,COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(OC)cc3)C2)cc1,5.159893906
4666,CHEMBL4106341,6920,nM,Cc1[nH]c2ncnc(NC3CCCCC3)c2c1C,5.159893906
4667,CHEMBL3325478,7000,nM,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12,5.15490196
4668,CHEMBL336410,7000,nM,O=C(NCc1ccccc1)[C@H](Cc1c([Se][Se]c2[nH]c3ccccc3c2C[C@@H](NC(=O)C(F)(F)F)C(=O)NCc2ccccc2)[nH]c2ccccc12)NC(=O)C(F)(F)F,5.15490196
4669,CHEMBL203529,7000,nM,Fc1ccc2c(c1)CNc1c(Nc3ccccc3)ncnc1O2,5.15490196
4670,CHEMBL75188,7000,nM,Cc1cc(C)c(C)c(-c2cc3cnc(NCCCN4CCN(C)CC4)nc3nc2NC(=O)NC(C)(C)C)c1C,5.15490196
4671,CHEMBL131715,7000,nM,CO[C@H]1[C@@H](N(C)C(=O)c2ccc(Cl)cc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.15490196
4672,CHEMBL117554,7000,nM,Clc1ccc(CNc2ncnc3ccccc23)cc1,5.15490196
4673,CHEMBL490775,7000,nM,C[C@H](NC(=O)[C@H](C)NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)O,5.15490196
4674,CHEMBL46946,7000,nM,O=CN/C=C/c1ccc(O)c(O)c1,5.15490196
4675,CHEMBL1241950,7000,nM,CC(C)n1nc(-c2ccc3nc(NN)ccc3c2)c2c(N)ncnc21,5.15490196
4676,CHEMBL311133,7000,nM,C[C@@H](NC(=O)[C@@H](C)NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)O,5.15490196
4677,CHEMBL57300,7000,nM,N#CC(C#N)=C1CCc2c1ccc(O)c2O,5.15490196
4678,CHEMBL3425655,7000,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccc(F)cc3)c2)n1,5.15490196
4679,CHEMBL3221550,7050,nM,CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1.Cl,5.151810883
4680,CHEMBL2018748,7050,nM,CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1,5.151810883
4681,CHEMBL2316146,7100,nM,COc1cc(/C=C2\CCC/C(=C\c3ccc(Br)cc3)C2=O)cc(OC)c1,5.148741651
4682,CHEMBL58436,7100,nM,c1cc(Nc2nccc(-c3cccnc3)n2)cc(OCCn2ccnc2)c1,5.148741651
4683,CHEMBL523122,7130,nM,COCCOc1cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c2cc1NC(=O)[C@@H]1CCCN1,5.14691047
4684,CHEMBL3425664,7200,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/C3CC3)c2)n1,5.142667504
4685,CHEMBL2064397,7200,nM,CN(c1ccccc1)c1ncnc2cc3oc(=O)n(CCCN4CCOCC4)c3cc12,5.142667504
4686,CHEMBL4282482,7200,nM,Clc1ccc(-c2cn3nc(-c4ccccc4)nc3s2)cc1,5.142667504
4687,CHEMBL2018761,7200,nM,COC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1C,5.142667504
4688,CHEMBL3221553,7200,nM,COC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1C.Cl,5.142667504
4689,CHEMBL1812435,7220,nM,COc1ccc(/C=C/C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,5.141462802
4690,CHEMBL599524,7230,nM,CCCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,5.140861703
4691,CHEMBL4083815,7230,nM,O=c1c2ccccc2nc(-c2ccccc2)n1-c1nnc(-c2ccccc2Cl)s1,5.140861703
4692,CHEMBL1173602,7280,nM,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1Cl,5.137868621
4693,CHEMBL3085377,7300,nM,CCN(CC)[C@@](C)(C#Cc1ncnc2cc(OC)c(OC)cc12)c1ccccc1,5.13667714
4694,CHEMBL540292,7300,nM,CN(C)CC(CSc1ccccc1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,5.13667714
4695,CHEMBL101683,7300,nM,O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1,5.13667714
4696,CHEMBL1172980,7320,nM,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(Cl)cc1,5.135488919
4697,CHEMBL4205469,7370,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(N)cc2)n1,5.132532512
4698,CHEMBL1998736,7370,nM,O=C(/C=C/c1ccccc1)Nc1ccccc1F,5.132532512
4699,CHEMBL3747277,7370,nM,CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,5.132532512
4700,CHEMBL1172916,7380,nM,Cc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C(N)=S)cc1,5.131943638
4701,CHEMBL336192,7400,nM,COC(=O)c1ccc(C(=O)N(C)[C@H]2C[C@@H]3O[C@](C)([C@H]2OC)n2c4ccccc4c4c5c(c6c7ccccc7n3c6c42)C(=O)NC5)cc1,5.13076828
4702,CHEMBL369967,7400,nM,CCNCc1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC,5.13076828
4703,CHEMBL1241776,7400,nM,CC(C)n1nc(-c2ccc3nc[nH]c(=O)c3c2)c2c(N)ncnc21,5.13076828
4704,CHEMBL3586178,7400,nM,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1cccnc1Cl,5.13076828
4705,CHEMBL188386,7400,nM,OCCCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,5.13076828
4706,CHEMBL155293,7400,nM,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccc(C(=O)O)cc2)[nH]c2ccccc12)NCc1ccc(C(=O)O)cc1,5.13076828
4707,CHEMBL336174,7400,nM,NC(Cc1c(SSc2[nH]c3ccccc3c2CC(N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,5.13076828
4708,CHEMBL4214620,7430,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(N=[N+]=[N-])c2)n1,5.129011186
4709,CHEMBL1929308,7440,nM,CC(C)(C)c1ccc(-c2nnc(SCc3ccccc3)o2)cc1,5.128427064
4710,CHEMBL3237934,7442,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(C)CC3)c2)n1,5.128310334
4711,CHEMBL590524,7460,nM,O=C1CSC(N/N=C/c2cccc(Br)c2)=N1,5.127261173
4712,CHEMBL1821893,7480,nM,COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(C)cc3)C2)cc1,5.126098402
4713,CHEMBL383121,7500,nM,COc1ccc2c(c1)CNc1c(Nc3ccccc3)ncnc1O2,5.124938737
4714,CHEMBL107472,7500,nM,CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,5.124938737
4715,CHEMBL490687,7500,nM,C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ccnc2cc1CC,5.124938737
4716,CHEMBL3612580,7500,nM,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(OC)cc4)c3cc21,5.124938737
4717,CHEMBL2316149,7500,nM,COc1cc(/C=C2\CCC/C(=C\C3CCCCC3)C2=O)cc(OC)c1,5.124938737
4718,CHEMBL113902,7500,nM,C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,5.124938737
4719,CHEMBL3287898,7500,nM,CCc1ccccc1NC(=O)N1C[C@@H](C)Oc2cc(-c3ccc([C@H]4CC[C@H](CC(=O)O)CC4)cc3)ccc21,5.124938737
4720,CHEMBL590525,7510,nM,Cc1cccc(CN(Cc2ccc(O)cc2)C(=O)Nc2ccccc2)c1O,5.124360063
4721,CHEMBL4211322,7590,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2[N+](=O)[O-])n1,5.119758224
4722,CHEMBL98798,7600,nM,COc1cc2ncnc(Oc3cccc(Br)c3)c2cc1OC,5.119186408
4723,CHEMBL2018758,7600,nM,CCCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C,5.119186408
4724,CHEMBL3221557,7600,nM,CCCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C.Cl,5.119186408
4725,CHEMBL3586185,7600,nM,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1ccc(Cl)cc1,5.119186408
4726,CHEMBL428690,7600,nM,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,5.119186408
4727,CHEMBL1822065,7660,nM,COc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(O)cc3)C2)cc1,5.11577123
4728,CHEMBL244948,7670,nM,O=c1ccc2ccc(O)c(O)c2o1,5.115204636
4729,CHEMBL3263959,7670,nM,COc1cc2c(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,5.115204636
4730,CHEMBL1947045,7700,nM,COc1cccc(Nc2ccnc(Nc3cccc(OC)c3)n2)c1,5.113509275
4731,CHEMBL48650,7700,nM,O=C(Nc1ccccc1)c1cc2ccc(O)c(O)c2cn1,5.113509275
4732,CHEMBL462338,7700,nM,COc1nc(Nc2ccc(-c3nc4ccccc4s3)cc2)c2cc[nH]c2n1,5.113509275
4733,CHEMBL160935,7700,nM,Cn1c(SSc2c(C(=O)c3ccco3)c3ccccc3n2C)c(C(=O)c2ccco2)c2ccccc21,5.113509275
4734,CHEMBL242349,7710,nM,COCCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(OC)c4)=CC3=O)c2cc1OC,5.112945622
4735,CHEMBL1812555,7710,nM,COc1ccccc1/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5.112945622
4736,CHEMBL3628796,7710,nM,COc1cc2ncnc(Nc3ccc(NC(=O)Nc4cccc(Br)c4)cc3)c2cc1OC,5.112945622
4737,CHEMBL1822061,7780,nM,COc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(Cl)cc3)C2)cc1,5.109020403
4738,CHEMBL1173666,7780,nM,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc([N+](=O)[O-])cc1,5.109020403
4739,CHEMBL515598,7800,nM,c1ccc2sc(-c3ccc(Nc4ncnc5[nH]cnc45)cc3)nc2c1,5.107905397
4740,CHEMBL2064392,7800,nM,Cc1c(OCC(F)(F)F)ccnc1COc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,5.107905397
4741,CHEMBL325949,7800,nM,Nc1cccc(-c2cc(=O)c3c(N)c(O)c(N)cc3o2)c1,5.107905397
4742,CHEMBL3612574,7800,nM,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,5.107905397
4743,CHEMBL604672,7820,nM,O=C(Nc1ccccc1Br)c1ccc(N(CCCl)CCCl)cc1,5.106793247
4744,CHEMBL1173652,7830,nM,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccccc1,5.106238238
4745,CHEMBL1830279,7830,nM,COc1ccc(C(/C=C/c2ccccc2Cl)=N\NC(N)=S)cc1,5.106238238
4746,CHEMBL3742349,7880,nM,CCOC(=O)c1nn(-c2ccc(C)cc2)cc1C(=O)c1c(C)[nH]c(-c2ccccc2)c1-c1ccccc1,5.103473783
4747,CHEMBL2347973,7893,nM,COC(=O)[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12)c1ccccc1,5.102757897
4748,CHEMBL309016,7900,nM,COc1cc(/C=C/[N+](=O)[O-])ccc1O,5.102372909
4749,CHEMBL89505,7900,nM,CC(C)(C)c1cc(/C=C2\C(=O)Nc3ccccc32)cc(C(C)(C)C)c1O,5.102372909
4750,CHEMBL3416616,7904,nM,Brc1cc2c(NCc3ccccn3)ncnc2s1,5.102153068
4751,CHEMBL3805508,7920,nM,c1ccc(COc2cccc(C3CC(c4ccc5c(c4)OCCO5)=NN3c3ccccc3)c2)cc1,5.101274818
4752,CHEMBL1958211,7960,nM,COc1ccc(C2CC(c3ccc(Br)cc3)=NN2C2=NC(=O)CS2)cc1,5.099086932
4753,CHEMBL119708,8000,nM,O=[N+]([O-])c1cccc2ncnc(NCc3ccccc3)c12,5.096910013
4754,CHEMBL2316144,8000,nM,COc1cc(/C=C2\CCC/C(=C\c3ccccc3Br)C2=O)cc(OC)c1,5.096910013
4755,CHEMBL3221541,8000,nM,CCOC(=O)Nc1ccc(Nc2ncnc3cc(OCCN4CCOCC4)c(OC)cc23)cc1C.Cl,5.096910013
4756,CHEMBL135592,8000,nM,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,5.096910013
4757,CHEMBL1242753,8010,nM,CCOc1cc(-c2nn(CCO)c3ncnc(N)c23)ccc1OC,5.096367484
4758,CHEMBL377277,8068,nM,COc1cc(OC(C)C)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1,5.09323411
4759,CHEMBL4216551,8070,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)/C=C/CN(C)C)cc2)n1,5.093126465
4760,CHEMBL1173193,8090,nM,COc1ccc(C2CC(c3ccc(Br)c(Br)c3)=NN2C(N)=S)cc1,5.092051478
4761,CHEMBL3586174,8100,nM,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1cccs1,5.091514981
4762,CHEMBL3325476,8100,nM,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12,5.091514981
4763,CHEMBL1173653,8110,nM,Cc1ccc(/C=C/C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,5.090979146
4764,CHEMBL1958025,8140,nM,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccccc2)=N1,5.089375595
4765,CHEMBL1169870,8150,nM,NC(=S)N1N=C(c2ccc(Br)c(Br)c2)CC1c1ccc(Cl)cc1,5.088842391
4766,CHEMBL1958033,8160,nM,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(Cl)cc2)=N1,5.088309841
4767,CHEMBL335012,8180,nM,CO[C@H]1[C@@H](N(C)C(=O)c2cccnc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.087246696
4768,CHEMBL337297,8180,nM,CO[C@H]1[C@@H](N(C)C(=O)c2cnccn2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.087246696
4769,CHEMBL3088218,8190,nM,Cc1ncc([N+](=O)[O-])n1C/C(=N/NC(=O)c1ccncc1)c1ccc(Br)cc1,5.086716098
4770,CHEMBL2325103,8250,nM,NC(=S)N1N=C(c2ccc(F)cc2)CC1c1cccc2ccccc12,5.083546051
4771,CHEMBL401644,8270,nM,COc1ccc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2c1,5.08249449
4772,CHEMBL1828866,8280,nM,Cc1ccc(S(=O)(=O)NC(=O)Cc2ccc(F)cc2)cc1,5.081969663
4773,CHEMBL353823,8300,nM,CC(C)(C)OC(=O)N1CCC(n2cc(-c3ccccc3)c3c(N)ncnc32)C1,5.080921908
4774,CHEMBL4079829,8300,nM,Nc1nc(N)c2c(n1)[nH]c1cccc(Sc3ccc(Cl)cc3)c12,5.080921908
4775,CHEMBL1241492,8300,nM,CC(C)n1nc(-c2ccc3nonc3c2)c2c(N)ncnc21,5.080921908
4776,CHEMBL1958029,8360,nM,Cc1ccc(C2CC(c3ccc(F)cc3)=NN2C2=NC(=O)CS2)cc1,5.077793723
4777,CHEMBL2029694,8400,nM,CCOc1ccc(-c2cc(C(F)(F)F)c(C#N)c(SCC(=O)NCC(=O)O)n2)cc1,5.075720714
4778,CHEMBL136492,8400,nM,CN(c1ccccc1)c1ncnc2ccc(N)cc12,5.075720714
4779,CHEMBL363130,8400,nM,Cc1ccsc1C(=O)n1nc(Nc2ccc(S(N)(=O)=O)cc2)nc1N,5.075720714
4780,CHEMBL4210237,8420,nM,C=CC(=O)Nc1ccccc1Oc1nc(Nc2ccc(N3CCN(C)CC3)cc2OC)ncc1Cl,5.074687909
4781,CHEMBL1822066,8430,nM,COc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc([N+](=O)[O-])cc3)C2)cc1,5.074172425
4782,CHEMBL3393072,8490,nM,O=C(Cc1c[nH]c2ccccc12)NNC(=S)Nc1ncccc1Br,5.07109231
4783,CHEMBL3891774,8500,nM,O=C(Nc1ccc(Nc2ncnc3cc4oc(=O)n(CCOC(=O)CBr)c4cc23)cc1)NC1CCCCC1,5.070581074
4784,CHEMBL3221546,8500,nM,CCOC(=O)Nc1ccc(Nc2ncnc3cc(OCCN4CCOCC4)c(OC)cc23)cc1Cl.Cl,5.070581074
4785,CHEMBL347668,8500,nM,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccc(C(=O)O)c(O)c2)[nH]c2ccccc12)NCc1ccc(C(=O)O)c(O)c1,5.070581074
4786,CHEMBL3747055,8540,nM,COc1ccc(C2=NN(C(C)=O)C(c3ccc(C(=O)OCCn4c([N+](=O)[O-])cnc4C)cc3)C2)cc1,5.068542129
4787,CHEMBL589801,8540,nM,Cc1cccc(CN(Cc2ccc(F)cc2)C(=S)Nc2ccccc2)c1O,5.068542129
4788,CHEMBL1958036,8580,nM,COc1ccc(C2CC(c3ccc(Cl)cc3)=NN2C2=NC(=O)CS2)cc1,5.066512712
4789,CHEMBL3604938,8600,nM,CCC(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C)CC3)n2)c1,5.065501549
4790,CHEMBL116438,8600,nM,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,5.065501549
4791,CHEMBL2029699,8600,nM,Cc1ccc(N2NC(=O)/C(=C/c3ccc(OCc4ccccc4)cc3)C2=O)cc1Cl,5.065501549
4792,CHEMBL1821896,8630,nM,COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc([N+](=O)[O-])cc3)C2)cc1,5.063989204
4793,CHEMBL140,8650,nM,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,5.062983893
4794,CHEMBL1830275,8660,nM,COc1ccc(C(/C=C/c2ccccc2)=N\NC(N)=S)cc1,5.062482108
4795,CHEMBL3235204,8660,nM,Cc1ccc2nc(Oc3ccc(Cl)cc3)c(/C=N/NC(=O)Cn3c([N+](=O)[O-])cnc3C)cc2c1,5.062482108
4796,CHEMBL120185,8700,nM,CN1CCN(c2ccc3c(n2)nc(-c2ccc(F)cc2)n3-c2ccnc(NC3CCCC3)n2)CC1,5.060480747
4797,CHEMBL333454,8700,nM,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O,5.060480747
4798,CHEMBL7775,8700,nM,CN(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,5.060480747
4799,CHEMBL299194,8700,nM,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,5.060480747
4800,CHEMBL1242657,8700,nM,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCNC1,5.060480747
4801,CHEMBL3425661,8700,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccncc3)c2)n1,5.060480747
4802,CHEMBL112925,8700,nM,Nc1ccc(-c2cc(=O)c3cc(N)ccc3o2)cc1,5.060480747
4803,CHEMBL611681,8710,nM,CCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,5.059981845
4804,CHEMBL541988,8719,nM,COc1cc2ncc(C(=O)O)c(Nc3cccc(Br)c3)c2cc1OC,5.059533322
4805,CHEMBL3133898,8730,nM,C=CC(=O)N1CCc2c(sc3ncnc(Nc4cccc(CC)c4)c23)C1,5.058985756
4806,CHEMBL538757,8800,nM,COC(=O)c1ccccc1SCC(CN(C)C)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,5.055517328
4807,CHEMBL1812567,8800,nM,O=C(/C=C/c1cccs1)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,5.055517328
4808,CHEMBL78224,8800,nM,O=[N+]([O-])/C=C/c1ccc(O)c(O)c1,5.055517328
4809,CHEMBL543361,8800,nM,CN(C)CC(CSCCN)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,5.055517328
4810,CHEMBL419409,8800,nM,COc1ccc(C#CC(C)(C)N)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1,5.055517328
4811,CHEMBL4205869,8870,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc([N+](=O)[O-])c2)n1,5.05207638
4812,CHEMBL432941,8880,nM,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c3c(c2CCC(=O)O)CCCC3)c1,5.051587034
4813,CHEMBL1958223,8890,nM,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(OC)cc3)C2)cc1,5.051098239
4814,CHEMBL379041,8900,nM,Fc1ccc2c(c1)CNc1c(NCc3ccccc3)ncnc1O2,5.050609993
4815,CHEMBL1241771,8900,nM,CC(C)n1nc(-c2ccc(C#N)c(F)c2)c2c(N)ncnc21,5.050609993
4816,CHEMBL1172823,8920,nM,NC(=S)N1N=C(c2ccc(Br)c(Br)c2)CC1c1ccc(F)cc1,5.049635146
4817,CHEMBL1821878,8950,nM,Brc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(Br)cc3)C2)cc1,5.048176965
4818,CHEMBL202244,9000,nM,COC(=O)c1c(OCCN2CCCC2)c2ccccc2c2oc3c(c12)C(=O)c1ccccc1C3=O,5.045757491
4819,CHEMBL48802,9000,nM,C[S+]([O-])CCCCN=C=S,5.045757491
4820,CHEMBL1241860,9000,nM,CC(C)n1nc(-c2ccc(C=O)c(F)c2)c2c(N)ncnc21,5.045757491
4821,CHEMBL488646,9000,nM,COc1cc(C2=C(c3cn(COC(C)(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC,5.045757491
4822,CHEMBL128027,9000,nM,CCOc1cc2nc(C)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,5.045757491
4823,CHEMBL1947122,9021,nM,COc1cc2ncc(C(=O)O)c(Nc3cccc(Cl)c3)c2cc1OC,5.044745317
4824,CHEMBL3805893,9040,nM,c1ccc(COc2ccc(C3CC(c4ccc5c(c4)OCCO5)=NN3c3ccccc3)cc2)cc1,5.04383157
4825,CHEMBL4204354,9040,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(N=C=S)cc2)n1,5.04383157
4826,CHEMBL2336357,9050,nM,COc1ccc(NC(=O)/C=C/c2ccccc2)cc1,5.043351421
4827,CHEMBL1095464,9100,nM,Cc1ccccc1Cc1cc2c(Nc3cccc(Br)c3)nc(N)nc2[nH]1,5.040958608
4828,CHEMBL2018773,9100,nM,CCN(CC)CCOc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC,5.040958608
4829,CHEMBL591213,9120,nM,CCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,5.040005162
4830,CHEMBL1240544,9140,nM,C[C@@H](CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,5.039053804
4831,CHEMBL2018777,9150,nM,CCCCOc1cc2c(Nc3ccc(NC(=O)OCC)c(Cl)c3)ncnc2cc1OCCN(CC)CC,5.038578906
4832,CHEMBL3740247,9190,nM,CC(=O)c1nn(-c2ccc(C)cc2)cc1C(=O)c1c(C)[nH]c(-c2ccccc2)c1-c1ccccc1,5.036684489
4833,CHEMBL3746168,9260,nM,CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,5.033389013
4834,CHEMBL589068,9260,nM,Cc1cc(C)c(O)c(CN(Cc2ccc(O)cc2)C(=O)Nc2ccccc2)c1,5.033389013
4835,CHEMBL1947123,9284,nM,COc1cc2ncc(C(=O)O)c(Nc3ccc(F)c(Cl)c3)c2cc1OC,5.032264868
4836,CHEMBL3960786,9300,nM,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(NC(=O)N5CCCCC5)cc4)c3cc21,5.031517051
4837,CHEMBL137635,9300,nM,CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12,5.031517051
4838,CHEMBL126483,9300,nM,CCOc1cc2nc(CC)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,5.031517051
4839,CHEMBL2283248,9350,nM,CCOc1ccccc1NC(=O)/C=C/c1ccccc1,5.029188389
4840,CHEMBL4208167,9360,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc([N+](=O)[O-])cc2)n1,5.028724151
4841,CHEMBL1821877,9370,nM,Clc1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccccc3)cs2)cc1,5.028260409
4842,CHEMBL1241769,9380,nM,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCCN1,5.027797162
4843,CHEMBL345203,9400,nM,CNC(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NC)[nH]c2ccccc12,5.026872146
4844,CHEMBL78049,9400,nM,C/C(=C\c1ccc(O)c(O)c1)[N+](=O)[O-],5.026872146
